Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score
220,  GOLDEN CHRONICLES  ,DS,2015.0,Action,Take-Two Interactive,0.08,0.07,0.05,0.05,0.25,83.0,7.5
221,Broken Blitz III,gamecube,2003.0,Misc,Square Enix,0.08,0.03,0.01,0.06,0.18,,7.0
222,Grand Covenant,Xbox Series X,2004.0,Action,Microsoft Studios,0.03,0.03,0.0,0.04,0.1,,5.6
223,Rising Realm 2,GameCube,2019.0,Shooter,Atari,0.06,0.02,0.03,0.05,0.16,61.0,6.8
224,Steel Legion IV,Xbox 360,2010.0,Platform,Bandai Namco,0.07,0.06,0.02,0.02,0.17,69.0,5.3
225,Storm Origins: Gold Edition,PSP,2013.0,Sports,Sony Interactive Entertainment,0.03,0.01,0.0,0.03,0.07,49.0,7.6
226,Lost Kingdom 3,Wii,2016.0,Fighting,NetherRealm Studios,0.61,0.34,0.22,0.01,1.18,70.0,
227,  PHANTOM REALM REBORN  ,PS4,2005.0,Role-Playing,Paradox Interactive,0.37,0.3,0.04,0.26,0.97,62.0,4.2
228,  FINAL CHRONICLES IV  ,PC,2015.0,Racing,Sony Interactive Entertainment,0.16,0.11,0.09,0.0,0.36,71.0,2.6
229,Golden Paradox Online,PS2,2012.0,Shooter,Warner Bros. Interactive,0.05,0.03,0.01,0.05,0.14,89.0,8.3
230,Frozen Arena Reborn,PSP,2023.0,Adventure,Nintendo,0.16,0.08,0.07,0.0,0.3,87.0,8.3
231,Iron Odyssey IV,GameCube,2001.0,Shooter,NetherRealm Studios,0.01,0.01,0.0,0.01,0.03,93.0,
232,  SAVAGE VOYAGE 2  ,Xbox 360,2018.0,Shooter,2K Games,1.17,0.53,0.05,0.58,2.33,63.0,7.9
233,Radiant Frontier IV,XBOX ONE,2008.0,Shooter,Devolver Digital,0.01,0.0,0.01,0.0,0.02,69.0,9.1
234,Ancient Syndicate,Wii,2022.0,Simulation,Ubisoft,0.03,0.01,0.01,0.0,0.05,72.0,7.1
235,Broken Arena 2,Xbox Series X,2018.0,Misc,505 Games,0.02,0.01,0.01,0.02,0.06,51.0,
236,Broken Genesis 2,PSP,2007.0,Action,Sony Interactive Entertainment,0.05,0.03,0.02,0.0,0.1,61.0,7.3
237,Dark Blitz IV,PS2,2000.0,Misc,Devolver Digital,0.96,0.5,0.4,0.52,2.38,,7.9
238,Hollow Genesis: Remastered,GameCube,2011.0,Strategy,Bandai Namco,0.25,0.13,0.1,0.15,0.63,76.0,6.5
239,Dark Genesis: Remastered,GameCube,2025.0,Strategy,Ubisoft,0.06,0.03,0.0,0.04,0.13,,6.1
240,Shadow Genesis,Xbox Series X,2012.0,Shooter,Sega,0.16,0.12,0.09,0.0,0.37,60.0,8.4
241,Iron Reckoning 3,Nintendo Switch,2005.0,Action,Tecmo Koei,0.31,0.17,0.14,0.01,0.63,51.0,6.9
242,Final Nexus IV,GameCube,2014.0,Racing,Codemasters,0.11,0.09,0.08,0.05,0.33,71.0,8.4
243,Eternal Blitz 2,DS,2021.0,Shooter,Atari,0.06,0.04,0.03,0.02,0.15,54.0,9.8
244,Golden Sanctuary: Remastered,GameCube,2020.0,Puzzle,Warner Bros. Interactive,0.03,0.02,0.01,0.02,0.08,67.0,6.8
245,Radiant Dominion 2,PC,2020.0,Shooter,Paradox Interactive,0.05,0.02,0.02,0.01,0.1,62.0,5.8
246,Shadow Requiem,Xbox One,2000.0,Racing,Warner Bros. Interactive,0.04,0.02,0.01,0.0,0.07,77.0,
247,  SILENT BLITZ II  ,PS3,2022.0,Misc,Bandai Namco,0.02,0.01,0.0,0.0,0.03,49.0,5.8
248,Ancient Covenant,Wii U,2012.0,Fighting,Codemasters,0.08,0.04,0.04,0.07,0.23,65.0,8.4
249,Silent Paradox: Origins,psp,2021.0,Sports,Bethesda Softworks,0.21,0.09,0.1,0.01,0.41,81.0,
250,Rising Frontier IV,3DS,2019.0,Sports,Microsoft Studios,0.02,0.01,0.01,0.0,0.04,95.0,8.2
251,Rising Horizon: Gold Edition,ps vita,2017.0,Action,2K Games,0.02,0.01,0.0,0.01,0.04,60.0,6.4
252,Dark Dominion: Remastered,Wii,2004.0,Shooter,Sony Interactive Entertainment,0.03,0.02,0.01,0.0,0.06,64.0,7.0
253,Fallen Blitz II,DS,2005.0,Strategy,Rockstar Games,0.04,0.01,0.02,0.01,0.08,71.0,
254,Wicked Nexus II,PS4,2000.0,Misc,THQ,0.07,0.07,0.02,0.03,0.19,78.0,8.0
255,Savage Blitz Online,DS,2005.0,Puzzle,CD Projekt,0.01,0.01,0.0,0.0,0.02,74.0,8.8
256,Sacred Voyage 2,DS,2016.0,Platform,Deep Silver,0.01,0.01,0.01,0.0,0.03,77.0,5.6
257,Steel Horizon 2,Xbox Series X,2018.0,Adventure,Square Enix,0.07,0.05,0.04,0.01,0.17,89.0,5.8
258,  IRON REQUIEM II  ,PSP,2026.0,Role-Playing,Codemasters,0.02,0.02,0.0,0.03,0.07,71.0,6.7
259,Wild Crusade Online,DS,2004.0,Role-Playing,Take-Two Interactive,0.05,0.03,0.03,0.05,0.16,62.0,6.8
260,Silent Legends II,PS Vita,2016.0,Simulation,Bandai Namco,0.03,0.02,0.01,0.0,0.05,,8.3
261,Astral Empire: Gold Edition,PSP,2013.0,Platform,Atari,0.33,0.17,0.03,0.1,0.63,70.0,4.0
262,Lost Voyage,3DS,2007.0,Role-Playing,Warner Bros. Interactive,0.23,0.24,0.25,0.12,0.84,49.0,7.1
263,Wicked Origins Online,Nintendo Switch,2024.0,Racing,Paradox Interactive,0.01,0.01,0.01,0.0,0.02,78.0,8.1
264,Silent Blitz IV,Xbox 360,2016.0,Fighting,Ubisoft,0.02,0.01,0.0,0.03,0.06,92.0,7.1
265,Dark Rebellion Reborn,DS,2001.0,Platform,Microsoft Studios,0.03,0.02,0.03,0.05,0.13,68.0,5.1
266,Shadow Genesis,DS,2026.0,Puzzle,Deep Silver,0.04,0.02,0.01,0.01,0.08,75.0,9.0
267,Lost Rebellion IV,Nintendo Switch,2013.0,Action,Nintendo,0.07,0.03,0.01,0.11,0.22,73.0,6.3
268,Wild Legion 3,DS,2009.0,Adventure,Sony Interactive Entertainment,0.03,0.01,0.02,0.01,0.07,64.0,8.4
269,Iron Warfare: Redux,Xbox 360,2002.0,Adventure,CD Projekt,0.01,0.01,0.01,0.0,0.02,46.0,7.4
270,Sacred Syndicate III,3DS,2000.0,Racing,Rockstar Games,0.01,0.01,0.0,0.01,0.03,,7.9
271,Final Paradox IV,Wii,2019.0,Puzzle,Codemasters,0.05,0.04,0.01,0.02,0.12,84.0,5.1
272,Twisted Frontier: Remastered,PS Vita,2009.0,Shooter,Electronic Arts,0.02,0.01,0.02,0.01,0.06,52.0,9.3
273,Iron Dominion: Origins,Game Boy Advance,2003.0,Racing,Ubisoft,0.38,0.14,0.11,0.13,0.76,72.0,4.9
274,Hollow Arena Online,3DS,2011.0,Adventure,Team17,0.02,0.02,0.02,0.0,0.06,85.0,6.2
275,Wild Requiem Reborn,Wii,2000.0,Sports,505 Games,0.11,0.1,0.11,0.06,0.38,,7.6
276,Lost Paradox: Remastered,PC,2005.0,Racing,CD Projekt,0.01,0.01,0.0,0.01,0.03,61.0,6.4
277,Hollow Crusade III,Wii U,2020.0,Puzzle,Epic Games,0.03,0.02,0.02,0.0,0.07,79.0,7.0
278,Astral Genesis: Redux,Xbox Series X,2026.0,Puzzle,Nintendo,0.01,0.02,0.01,0.01,0.05,,6.2
279,Grand Dominion: Gold Edition,PS Vita,2003.0,Role-Playing,Deep Silver,0.07,0.04,0.0,0.02,0.13,,7.7
280,Hollow Arena: Gold Edition,Wii,2026.0,Fighting,Microsoft Studios,0.06,0.05,0.07,0.07,0.25,89.0,
281,Crimson Requiem 3,PSP,2021.0,Shooter,Focus Entertainment,0.06,0.05,0.02,0.02,0.15,72.0,7.2
282,Wild Legion 2,PS2,2021.0,Action,THQ,1.02,0.94,0.44,0.39,2.79,,
283,Shadow Legends: Origins,PS2,2018.0,Misc,Devolver Digital,0.08,0.05,0.06,0.03,0.22,74.0,10.0
284,Rising Legends: Origins,PS4,2018.0,Fighting,Bandai Namco,0.22,0.11,0.1,0.15,0.58,79.0,5.9
285,Silent Reckoning 3,PS4,2002.0,Fighting,Bethesda Softworks,0.02,0.02,0.01,0.01,0.06,61.0,4.7
286,Broken Horizon,Xbox 360,2014.0,Puzzle,Warner Bros. Interactive,0.01,0.0,0.0,0.01,0.02,,10.0
287,Grand Covenant 2,3DS,2012.0,Simulation,,0.05,0.05,0.02,0.08,0.2,,8.3
288,Wicked Warfare: Redux,PS3,2014.0,Simulation,Codemasters,0.07,0.03,0.03,0.02,0.15,71.0,9.6
289,  TWISTED NEXUS  ,DS,2007.0,Fighting,Tecmo Koei,0.06,0.05,0.03,0.03,0.17,,10.0
290,Golden Paradox IV,Wii,2008.0,Simulation,2K Games,0.15,0.06,0.08,0.03,0.32,79.0,5.4
291,Iron Legends 2,PS3,2026.0,Adventure,Paradox Interactive,0.05,0.03,0.03,0.01,0.12,,10.0
292,Sacred Legion: Remastered,Xbox 360,2005.0,Racing,Devolver Digital,0.0,0.0,0.0,0.01,0.01,70.0,6.6
293,Broken Blitz Reborn,psp,2021.0,Misc,2K Games,0.01,0.0,0.01,0.0,0.02,87.0,5.6
294,Neon Rebellion: Gold Edition,3DS,2018.0,Racing,Take-Two Interactive,0.37,0.17,0.06,0.17,0.77,63.0,6.8
295,Neon Requiem: Gold Edition,PS4,2022.0,Puzzle,CD Projekt,0.36,0.23,0.2,0.11,0.9,76.0,7.9
296,Frozen Legion Online,PS5,2005.0,Action,NetherRealm Studios,0.02,0.02,0.01,0.0,0.05,68.0,8.3
297,Neon Legion Online,PS5,2005.0,Misc,Nintendo,0.06,0.02,0.03,0.01,0.12,,6.5
298,Astral Vanguard,Xbox Series X,2010.0,Role-Playing,Deep Silver,0.02,0.01,0.01,0.0,0.04,93.0,
299,Radiant Chronicles: Redux,PS5,2005.0,Action,Tecmo Koei,0.04,0.03,0.02,0.0,0.09,87.0,8.0
300,Astral Dominion 2,wii,2012.0,Misc,Focus Entertainment,0.32,0.34,0.21,0.09,0.96,48.0,7.1
301,Phantom Vanguard Online,PS5,2025.0,Action,Codemasters,0.05,0.04,0.02,0.03,0.14,,7.9
302,Astral Dominion II,DS,2015.0,Puzzle,Annapurna Interactive,0.03,0.01,0.02,0.02,0.08,83.0,5.7
303,Silent Requiem II,Nintendo Switch,2009.0,Simulation,Square Enix,0.08,0.05,0.03,0.0,0.16,75.0,5.4
304,Savage Covenant,3DS,2010.0,Strategy,Tecmo Koei,0.09,0.1,0.06,0.11,0.36,77.0,7.0
305,Astral Blitz Reborn,Xbox Series X,,Misc,Devolver Digital,0.1,0.04,0.01,0.04,0.19,59.0,7.4
306,Broken Voyage III,Game Boy Advance,2006.0,Fighting,Atari,0.02,0.02,0.01,0.02,0.07,69.0,7.2
307,Fallen Blitz,PS Vita,2006.0,Adventure,Activision,0.78,0.47,0.12,0.24,1.61,74.0,7.7
308,Frozen Requiem: Remastered,Nintendo Switch,2024.0,Simulation,Sony Interactive Entertainment,0.16,0.12,0.03,0.07,0.38,57.0,7.2
309,Fallen Covenant: Redux,3DS,2024.0,Sports,Codemasters,0.15,0.08,0.06,0.02,0.31,61.0,
310,Storm Crusade 2,PS3,,Role-Playing,2K Games,0.16,0.09,0.05,0.08,0.38,65.0,8.2
311,Wild Legends 2,ps vita,2026.0,Sports,Take-Two Interactive,0.02,0.02,0.01,0.0,0.05,62.0,8.5
312,Wicked Uprising IV,3DS,2012.0,Shooter,CD Projekt,0.28,0.14,0.12,0.41,0.95,,
313,Wicked Syndicate,Game Boy Advance,2014.0,Sports,Warner Bros. Interactive,0.05,0.05,0.03,0.01,0.14,79.0,7.6
314,Hollow Paradox: Redux,PS4,,Puzzle,505 Games,0.01,0.01,0.01,0.0,0.02,76.0,6.9
315,Astral Crusade IV,PC,2003.0,Misc,Konami,2.55,1.94,0.37,4.86,9.72,59.0,
316,Crimson Odyssey: Redux,Xbox 360,2024.0,Role-Playing,Ubisoft,0.08,0.08,0.02,0.06,0.24,59.0,7.6
317,Wicked Voyage Online,PS2,2007.0,Misc,Capcom,0.02,0.01,0.0,0.03,0.06,72.0,6.9
318,Savage Legion 3,PC,2009.0,Adventure,Sega,0.05,0.02,0.01,0.03,0.11,73.0,6.3
319,Lost Rebellion,PC,2004.0,Role-Playing,THQ,0.39,0.33,0.26,0.12,1.1,67.0,8.0
320,Wild Nexus 3,PS4,2008.0,Action,505 Games,0.52,0.27,0.36,0.06,1.21,63.0,6.0
321,Iron Nexus II,PS4,2020.0,Role-Playing,505 Games,0.01,0.01,0.0,0.0,0.02,,
322,Phantom Legion Reborn,Wii,2014.0,Fighting,Konami,0.04,0.02,0.0,0.02,0.08,60.0,5.3
323,Silent Warfare II,3DS,2013.0,Racing,,0.49,0.25,0.16,0.24,1.14,71.0,6.6
324,Steel Syndicate II,Game Boy Advance,2000.0,Fighting,,0.02,0.01,0.01,0.0,0.04,49.0,
325,Astral Kingdom IV,Wii,2000.0,Sports,Square Enix,0.09,0.05,0.04,0.0,0.18,74.0,7.9
326,Twisted Warfare II,PS Vita,2021.0,Strategy,Microsoft Studios,0.03,0.01,0.01,0.01,0.06,60.0,6.3
327,Ancient Sanctuary Online,Game Boy Advance,2014.0,Puzzle,Devolver Digital,0.64,0.62,0.57,0.15,1.98,75.0,7.2
328,Rising Dominion,Wii U,,Simulation,Sega,0.03,0.02,0.0,0.02,0.07,77.0,5.8
329,Rising Empire 3,PC,2025.0,Sports,Annapurna Interactive,0.05,0.04,0.01,0.06,0.16,69.0,5.6
330,Frozen Origins III,Game Boy Advance,2023.0,Simulation,Bethesda Softworks,0.01,0.01,0.0,0.02,0.04,,6.7
331,Twisted Legends,Xbox One,,Shooter,CD Projekt,0.08,0.05,0.04,0.12,0.29,,9.4
332,  FROZEN REQUIEM REBORN  ,Game Boy Advance,2018.0,Puzzle,Codemasters,0.09,0.05,0.05,0.0,0.19,78.0,6.9
333,Wicked Chronicles IV,Xbox 360,2014.0,Sports,Konami,0.29,0.17,0.03,0.03,0.52,80.0,6.6
334,Storm Empire,Xbox One,2024.0,Platform,2K Games,0.04,0.02,0.02,0.02,0.1,75.0,7.7
335,Storm Blitz: Gold Edition,PC,2005.0,Role-Playing,Devolver Digital,0.0,0.0,0.0,0.01,0.01,,6.6
336,Silent Vanguard,PS3,2009.0,Fighting,,0.04,0.02,0.02,0.02,0.1,50.0,5.9
337,Ancient Origins: Origins,GameCube,2005.0,Action,Tecmo Koei,0.33,0.19,0.2,0.05,0.77,,4.8
338,Golden Odyssey II,DS,2020.0,Role-Playing,Bandai Namco,0.01,0.01,0.01,0.0,0.03,64.0,8.0
339,Wild Reckoning III,PS Vita,2011.0,Misc,Activision,0.05,0.03,0.02,0.0,0.1,50.0,8.5
340,Fallen Realm: Gold Edition,PS5,2023.0,Shooter,CD Projekt,0.02,0.01,0.0,0.0,0.03,,5.3
341,Wild Voyage 2,3DS,2012.0,Sports,505 Games,0.13,0.08,0.05,0.0,0.26,91.0,5.7
342,Astral Arena: Origins,PS2,2001.0,Action,Bandai Namco,0.41,0.17,0.12,0.22,0.92,91.0,5.7
343,Crimson Syndicate: Remastered,PS Vita,2026.0,Puzzle,Focus Entertainment,0.03,0.02,0.02,0.01,0.08,,7.5
344,Dark Covenant: Redux,Xbox 360,2014.0,Shooter,Annapurna Interactive,0.29,0.1,0.09,0.05,0.53,81.0,5.3
345,Fallen Genesis Reborn,PS4,2014.0,Action,Ubisoft,0.13,0.06,0.03,0.11,0.33,71.0,
346,Grand Uprising: Remastered,Xbox One,2012.0,Fighting,Tecmo Koei,0.06,0.07,0.06,0.03,0.22,,6.6
347,Steel Syndicate: Gold Edition,PC,2016.0,Racing,,0.07,0.07,0.07,0.04,0.25,44.0,
348,Rogue Legion Reborn,Wii,2014.0,Strategy,Focus Entertainment,0.02,0.01,0.01,0.0,0.04,68.0,8.4
349,Neon Nexus Online,Xbox 360,2011.0,Racing,NetherRealm Studios,0.0,0.0,0.0,0.01,0.01,67.0,
350,Dark Legends: Gold Edition,Wii,,Misc,Codemasters,0.0,0.0,0.0,0.01,0.01,75.0,7.4
351,Wicked Paradox Online,3DS,2018.0,Strategy,2K Games,0.02,0.02,0.01,0.01,0.06,72.0,7.3
352,Savage Horizon: Remastered,Wii,2006.0,Fighting,Microsoft Studios,0.1,0.09,0.01,0.08,0.28,67.0,7.6
353,Rising Dominion: Origins,PC,2024.0,Shooter,Konami,0.01,0.01,0.0,0.01,0.03,88.0,5.7
354,Hollow Syndicate: Remastered,Wii,2016.0,Puzzle,NetherRealm Studios,0.07,0.06,0.01,0.07,0.21,62.0,
355,Savage Horizon,PS Vita,2026.0,Action,CD Projekt,0.08,0.04,0.02,0.04,0.18,65.0,6.9
356,Eternal Warfare III,PS Vita,2012.0,Adventure,NetherRealm Studios,0.02,0.02,0.0,0.01,0.05,,7.5
357,Golden Syndicate,Xbox 360,2022.0,Racing,Epic Games,0.13,0.06,0.01,0.06,0.26,62.0,7.3
358,Final Kingdom: Gold Edition,GameCube,2025.0,Role-Playing,Capcom,0.05,0.02,0.0,0.04,0.11,69.0,6.7
359,Crimson Syndicate II,ps3,2013.0,Strategy,Microsoft Studios,0.01,0.01,0.0,0.0,0.02,68.0,8.4
360,Twisted Rebellion 2,Game Boy Advance,2024.0,Platform,Capcom,0.02,0.01,0.0,0.01,0.04,82.0,6.5
361,Silent Paradox IV,PS5,2016.0,Shooter,2K Games,0.01,0.01,0.0,0.0,0.02,73.0,6.7
362,Hollow Voyage: Redux,PS4,2003.0,Puzzle,Devolver Digital,0.04,0.04,0.01,0.02,0.11,61.0,7.8
363,Final Chronicles: Gold Edition,Xbox 360,2017.0,Simulation,Bethesda Softworks,0.01,0.0,0.0,0.01,0.02,80.0,5.4
364,Wild Warfare Reborn,GameCube,2014.0,Fighting,Epic Games,0.07,0.07,0.04,0.04,0.22,73.0,7.3
365,Eternal Warfare III,PS Vita,2012.0,Adventure,NetherRealm Studios,0.02,0.02,0.0,0.01,0.05,,7.5
366,Wicked Uprising: Redux,Xbox Series X,2001.0,Shooter,Focus Entertainment,0.0,0.0,0.0,0.01,0.01,54.0,6.0
367,Ancient Blitz Online,PC,2018.0,Sports,Focus Entertainment,0.21,0.07,0.1,0.05,0.43,83.0,5.6
368,Dark Vanguard: Gold Edition,Game Boy Advance,,Racing,CD Projekt,0.04,0.02,0.0,0.02,0.08,57.0,7.6
369,Radiant Legion 2,GameCube,2012.0,Strategy,,0.02,0.01,0.0,0.0,0.03,81.0,5.5
370,Neon Voyage,DS,,Sports,Activision,0.05,0.03,0.0,0.01,0.09,71.0,6.4
371,Grand Warfare,PS Vita,2020.0,Shooter,505 Games,0.0,0.0,0.0,0.01,0.01,,4.9
372,Hollow Sanctuary: Redux,Xbox 360,2015.0,Platform,Rockstar Games,0.05,0.05,0.04,0.04,0.18,74.0,7.4
373,Rising Rebellion,Game Boy Advance,2006.0,Racing,Deep Silver,0.01,0.0,0.0,0.02,0.03,65.0,2.6
374,Silent Origins,ps2,,Racing,Konami,0.18,0.17,0.04,0.16,0.55,75.0,5.7
375,Rogue Blitz: Redux,GameCube,2024.0,Action,505 Games,0.08,0.04,0.07,0.07,0.26,70.0,7.7
376,Wild Requiem: Gold Edition,DS,2003.0,Adventure,2K Games,0.09,0.08,0.06,0.04,0.27,,
377,Neon Horizon: Redux,PS5,2003.0,Shooter,Focus Entertainment,0.0,0.0,0.0,0.01,0.01,94.0,
378,Wicked Uprising IV,3DS,2015.0,Role-Playing,Electronic Arts,0.02,0.03,0.0,0.03,0.08,71.0,9.0
379,Rising Requiem 3,Wii U,2017.0,Racing,505 Games,0.2,0.07,0.13,0.02,0.42,68.0,5.2
380,Final Blitz: Origins,Xbox One,2009.0,Puzzle,Codemasters,0.02,0.01,0.01,0.01,0.05,50.0,7.0
381,Fallen Reckoning Reborn,Nintendo Switch,2022.0,Shooter,Warner Bros. Interactive,0.0,0.0,0.0,0.01,0.01,61.0,8.1
382,Golden Voyage: Gold Edition,PSP,2021.0,Racing,Electronic Arts,0.01,0.0,0.0,0.01,0.02,76.0,
383,Silent Legends IV,PS Vita,209.0,Platform,Sega,0.03,0.03,0.03,0.02,0.11,75.0,4.4
384,Sacred Blitz II,DS,2005.0,Puzzle,Rockstar Games,0.08,0.05,0.03,0.06,0.22,85.0,6.3
385,  STEEL RECKONING: REDUX  ,PC,2022.0,Puzzle,Microsoft Studios,0.08,0.05,0.01,0.02,0.16,90.0,7.1
386,Ancient Sanctuary 3,Wii U,2009.0,Platform,THQ,0.13,0.06,0.02,0.07,0.28,61.0,6.4
387,Sacred Uprising Reborn,Xbox 360,2026.0,Fighting,Team17,0.08,0.08,0.04,0.07,0.27,81.0,7.9
388,Rising Odyssey: Remastered,PS5,2009.0,Strategy,Sony Interactive Entertainment,0.08,0.05,0.06,0.06,0.25,70.0,6.0
389,Shadow Vanguard: Redux,PS2,2006.0,Fighting,NetherRealm Studios,0.84,0.62,0.55,0.12,2.13,70.0,7.5
390,Final Covenant: Origins,PSP,2013.0,Puzzle,Epic Games,0.28,0.18,0.03,0.06,0.55,83.0,8.4
391,Golden Frontier: Gold Edition,Xbox Series X,2004.0,Puzzle,Devolver Digital,0.01,0.01,0.0,0.0,0.02,74.0,8.5
392,Sacred Requiem: Remastered,PS2,2011.0,Simulation,Epic Games,0.18,0.24,0.2,0.08,0.7,66.0,7.1
393,Hollow Genesis: Redux,Xbox Series X,2017.0,Platform,Bethesda Softworks,0.38,0.27,0.05,0.74,1.44,58.0,9.4
394,Wild Crusade 3,PS3,2008.0,Role-Playing,Deep Silver,0.03,0.01,0.01,0.02,0.07,,6.4
395,Storm Chronicles 3,PS4,,Platform,Team17,0.03,0.02,0.0,0.02,0.07,,7.2
396,Hollow Legends Reborn,PS5,2023.0,Action,Sega,1.87,1.08,1.03,0.0,3.98,74.0,4.4
397,Frozen Horizon Reborn,DS,2010.0,Racing,Activision,0.04,0.03,0.0,0.03,0.1,88.0,7.3
398,Astral Reckoning Reborn,Nintendo Switch,2015.0,Simulation,Warner Bros. Interactive,0.18,0.06,0.08,0.04,0.36,68.0,5.9
399,Iron Genesis III,Wii U,,Role-Playing,Team17,0.06,0.06,0.02,0.03,0.17,,7.2
400,Golden Dominion 2,PC,2004.0,Puzzle,505 Games,0.03,0.02,0.03,0.04,0.12,,6.3
401,Wicked Requiem Reborn,PS2,2025.0,Shooter,Konami,0.14,0.06,0.05,0.02,0.27,70.0,6.7
402,Dark Sanctuary Online,Xbox 360,2000.0,Role-Playing,Annapurna Interactive,0.43,0.31,0.31,0.22,1.27,59.0,6.9
403,Shadow Warfare: Remastered,PSP,2018.0,Misc,Take-Two Interactive,0.05,0.05,0.02,0.03,0.15,85.0,
404,Sacred Crusade III,Xbox Series X,2004.0,Simulation,Sony Interactive Entertainment,0.02,0.02,0.01,0.01,0.06,74.0,6.9
405,Twisted Origins: Gold Edition,PSP,2004.0,Sports,NetherRealm Studios,0.05,0.03,0.02,0.0,0.1,72.0,5.9
406,Savage Uprising,PS3,,Simulation,THQ,0.04,0.03,0.01,0.04,0.12,75.0,7.6
407,Rogue Genesis: Origins,PS5,2015.0,Sports,Paradox Interactive,0.08,0.07,0.01,0.05,0.21,,
408,Golden Legends Reborn,PS5,2020.0,Sports,505 Games,0.09,0.07,0.04,0.15,0.35,,8.5
409,Wicked Origins II,GameCube,2011.0,Shooter,Ubisoft,0.05,0.04,0.04,0.03,0.16,81.0,6.4
410,Silent Legends: Origins,Nintendo Switch,2001.0,Shooter,Deep Silver,0.02,0.01,0.01,0.01,0.05,,7.5
411,Frozen Kingdom Online,Xbox 360,2007.0,Role-Playing,Bandai Namco,0.03,0.02,0.02,0.04,0.11,70.0,6.8
412,Ancient Dominion Reborn,PSP,2003.0,Sports,Epic Games,0.25,0.13,0.05,0.07,0.5,68.0,5.7
413,Rogue Sanctuary III,Nintendo Switch,,Puzzle,Sega,0.08,0.07,0.06,0.08,0.29,83.0,4.2
414,Lost Reckoning 2,PS3,2001.0,Adventure,Tecmo Koei,0.21,0.15,0.04,0.13,0.53,99.0,10.0
415,  SACRED RECKONING 2  ,PS Vita,,Action,Take-Two Interactive,0.0,0.0,0.0,0.01,0.01,86.0,7.0
416,Rogue Dominion,PSP,2015.0,Platform,Atari,0.12,0.14,0.08,0.08,0.42,81.0,
417,Astral Frontier III,Xbox One,2008.0,Sports,THQ,0.09,0.04,0.04,0.01,0.18,,7.0
418,Storm Rebellion,PSP,2020.0,Misc,Tecmo Koei,0.04,0.03,0.03,0.01,0.11,70.0,5.0
419,Final Legends: Origins,Wii,2022.0,Racing,Nintendo,0.06,0.04,0.04,0.0,0.14,71.0,
420,Rising Paradox: Origins,Xbox Series X,2001.0,Sports,Warner Bros. Interactive,0.85,0.35,0.54,0.43,2.17,,6.5
421,Rising Kingdom IV,PS2,2019.0,Role-Playing,Bethesda Softworks,0.0,0.0,0.0,0.01,0.01,74.0,
422,Crimson Requiem: Gold Edition,PS5,2003.0,Racing,Capcom,0.01,0.01,0.0,0.01,0.03,86.0,
423,Ancient Horizon,Game Boy Advance,2008.0,Simulation,Team17,0.02,0.02,0.02,0.01,0.07,74.0,8.2
424,Rising Crusade II,PS2,2009.0,Puzzle,Microsoft Studios,0.01,0.01,0.01,0.01,0.04,,7.5
425,  ROGUE UPRISING: REDUX  ,3DS,2007.0,Shooter,Ubisoft,0.04,0.02,0.0,0.02,0.08,77.0,6.4
426,Steel Legion: Remastered,PS3,2023.0,Sports,Annapurna Interactive,0.21,0.07,0.03,0.13,0.44,48.0,9.7
427,Astral Realm: Gold Edition,PC,2014.0,Racing,Square Enix,0.03,0.03,0.01,0.05,0.12,70.0,8.2
428,  DARK PARADOX III  ,3DS,2003.0,Racing,THQ,0.01,0.0,0.0,0.01,0.02,75.0,6.3
429,Frozen Warfare II,PS2,2026.0,Action,Konami,0.06,0.05,0.05,0.03,0.19,76.0,7.3
430,Neon Horizon 3,PS Vita,2025.0,Racing,Deep Silver,0.01,0.01,0.01,0.01,0.04,78.0,5.8
431,Steel Paradox 3,Xbox One,,Platform,Annapurna Interactive,0.08,0.05,0.02,0.05,0.2,75.0,6.0
432,Silent Vanguard: Redux,Wii,2014.0,Platform,Sony Interactive Entertainment,0.01,0.0,0.0,0.01,0.02,64.0,8.0
433,Sacred Realm 3,PS2,2002.0,Action,505 Games,0.09,0.06,0.02,0.03,0.2,42.0,8.1
434,Crimson Horizon IV,PS4,2007.0,Action,CD Projekt,0.06,0.03,0.03,0.0,0.12,,7.5
435,Broken Odyssey Reborn,Wii U,2017.0,Role-Playing,,0.1,0.07,0.06,0.0,0.23,,6.8
436,Hollow Reckoning,PS2,2011.0,Adventure,Electronic Arts,0.02,0.01,0.0,0.02,0.05,50.0,9.5
437,Radiant Rebellion: Origins,Xbox 360,2021.0,Puzzle,Devolver Digital,0.02,0.02,0.01,0.04,0.09,,10.0
438,Wild Covenant,3DS,2009.0,Fighting,Rockstar Games,0.05,0.03,0.03,0.01,0.12,74.0,6.7
439,Crimson Legends 3,DS,2010.0,Shooter,CD Projekt,0.07,0.04,0.03,0.02,0.16,,7.8
440,Grand Odyssey II,Xbox One,2023.0,Racing,Tecmo Koei,0.05,0.04,0.04,0.02,0.15,78.0,8.8
441,Wild Legends,Xbox One,2023.0,Platform,Team17,0.01,0.01,0.0,0.02,0.04,,
442,Ancient Syndicate Reborn,Wii,2002.0,Simulation,Bethesda Softworks,0.06,0.08,0.03,0.08,0.25,73.0,
